No,Name Autobot,Team,Klasifikasi,Kategori,Fungsi,Tugas,Tujuan,Links autobuilder
1960,Custom GPT - Bot Safety Incident Reporting System,Aegis,Kebijakan Keamanan & Perlindungan,Kebijakan Keamanan & Perlindungan,Melaporkan kejadian insiden keselamatan,Mengidentifikasi dan melaporkan insiden terkait keselamatan,Menyediakan informasi cepat untuk penanggulangan insiden,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884a263-e138-8330-8292-8954b7cbb5c6
1961,Custom GPT - Bot Crisis Security Protocol Updates,Aegis,Kebijakan Keamanan & Perlindungan,Kebijakan Keamanan & Perlindungan,Memperbarui protokol keamanan untuk krisis,Memperbarui langkah-langkah keamanan saat krisis,Menjaga keamanan dengan protokol terbaru selama krisis,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884a278-10a4-832a-835e-54d490d4c9c8
1962,Custom GPT - Bot Employee Safety Training & Compliance Bot,Aegis,Kebijakan Keamanan & Perlindungan,Kebijakan Keamanan & Perlindungan,Menyusun pelatihan keselamatan bagi karyawan,Memberikan pelatihan keselamatan dan pemahaman hukum,Meningkatkan keselamatan kerja dan kepatuhan hukum,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884a27e-e388-8327-a65f-73e23d894860
1963,Custom GPT - Bot Security Monitoring & Alerting System,Aegis,Kebijakan Keamanan & Perlindungan,Kebijakan Keamanan & Perlindungan,Memantau dan mengingatkan ancaman terhadap keamanan,Menyediakan pemantauan keamanan secara real-time,Menjaga sistem tetap aman dengan pengawasan aktif,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884a284-46d0-8324-966b-277d40ce6382
1964,Custom GPT - Bot Compliance with International Safety Standards,Aegis,Kebijakan Keamanan & Perlindungan,Kebijakan Keamanan & Perlindungan,Memastikan kepatuhan terhadap standar internasional,Memantau dan menjamin kepatuhan pada standar global,Menjamin bahwa perusahaan memenuhi standar global keselamatan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884a289-3ba4-8331-b19c-5fe8fad4b40b
1965,Custom GPT - Bot Security & Risk Awareness Program,Aegis,Kebijakan Keamanan & Perlindungan,Kebijakan Keamanan & Perlindungan,Menyusun program kesadaran tentang keamanan dan risiko,Menyediakan pelatihan dan pendidikan tentang risiko,Meningkatkan pemahaman tentang keamanan di seluruh perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884a28f-4980-8332-936a-7ab70131ec10
1966,Custom GPT - Bot Security & Risk Documentation Management,Aegis,Kebijakan Keamanan & Perlindungan,Kebijakan Keamanan & Perlindungan,Menyusun dan mengelola dokumentasi keamanan dan risiko,Membuat sistem dokumentasi untuk risiko keamanan,Menjaga dan menyimpan informasi terkait kebijakan dan risiko,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884a29a-5f20-8328-8669-7565db162284
1967,Custom GPT - Bot Financial Risk Identification Bot,Aegis,Risiko Keuangan,Risiko Keuangan,Mengidentifikasi risiko keuangan,Menilai potensi risiko keuangan perusahaan,Mencegah kerugian akibat risiko keuangan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac09-eef4-8332-96f3-aa052c654a76
1968,Custom GPT - Bot Credit Risk Assessment System,Aegis,Risiko Keuangan,Risiko Keuangan,Menilai risiko kredit,Menganalisis data kredit dan mengevaluasi risiko,Mengurangi kerugian terkait dengan kredit,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac16-a7b0-8327-ab9b-2e64d96d189f
1969,Custom GPT - Bot Market Risk Analysis Bot,Aegis,Risiko Keuangan,Risiko Keuangan,Menganalisis risiko pasar,Menilai dampak fluktuasi pasar terhadap perusahaan,Menjaga stabilitas perusahaan di pasar,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac20-391c-8331-9132-b465a034cda1
1970,Custom GPT - Bot Investment Risk Assessment System,Aegis,Risiko Keuangan,Risiko Keuangan,Menilai risiko investasi,Menganalisis potensi risiko investasi jangka panjang,Mengurangi risiko pada investasi perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac2d-bc8c-8322-9896-7d0952cc83a6
1971,Custom GPT - Bot Currency & Foreign Exchange Risk Tracker,Aegis,Risiko Keuangan,Risiko Keuangan,Memantau risiko nilai tukar mata uang,Melacak perubahan nilai tukar mata uang dan risikonya,Mengelola potensi kerugian akibat fluktuasi mata uang,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac43-08bc-8323-a9ed-7e0d453b9f0a
1972,Custom GPT - Bot Financial Risk Reporting System,Aegis,Risiko Keuangan,Risiko Keuangan,Menyusun laporan risiko keuangan,Menyediakan laporan risiko untuk pengambilan keputusan,Meningkatkan transparansi laporan risiko keuangan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac4d-52c8-832e-b5ec-9bfeb43e2d57
1973,Custom GPT - Bot Capital Risk Management Bot,Aegis,Risiko Keuangan,Risiko Keuangan,Mengelola risiko modal,Menilai dan mengelola risiko terkait modal perusahaan,Menjamin kecukupan modal untuk operasional perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac68-5db4-8321-98da-69e7cf6684f5
1974,Custom GPT - Bot Liquidity Risk Monitoring Bot,Aegis,Risiko Keuangan,Risiko Keuangan,Memantau risiko likuiditas,Memantau aliran kas dan kebutuhan likuiditas,Menjaga kelancaran operasional dengan likuiditas yang cukup,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac68-5db4-8321-98da-69e7cf6684f5
1975,Custom GPT - Bot Financial Derivatives Risk Tracker,Aegis,Risiko Keuangan,Risiko Keuangan,Melacak risiko derivatif keuangan,Memantau dan mengelola risiko terkait instrumen derivatif,Mengurangi kerugian terkait dengan instrumen derivatif,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac68-5db4-8321-98da-69e7cf6684f5
1976,Custom GPT - Bot Financial Stress Test System,Aegis,Risiko Keuangan,Risiko Keuangan,Melakukan uji stres keuangan,Menganalisis dampak skenario ekstrem pada kondisi keuangan,Meningkatkan kesiapan perusahaan dalam menghadapi tekanan pasar,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac68-5db4-8321-98da-69e7cf6684f5
1977,Custom GPT - Bot Cash Flow Risk Analyzer,Aegis,Risiko Keuangan,Risiko Keuangan,Menganalisis risiko aliran kas,Memantau dan menganalisis potensi masalah aliran kas,Menjamin kelancaran operasi melalui pemantauan kas,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac86-cca4-8323-8c5a-68a63f39a200
1978,Custom GPT - Bot Debt Management Risk Tracker,Aegis,Risiko Keuangan,Risiko Keuangan,Memantau risiko terkait utang,Melacak dan mengelola risiko terkait dengan utang,Mengurangi potensi kerugian akibat ketidakmampuan membayar utang,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884ac95-29f0-8326-9415-104cc034b3cf
1979,Custom GPT - Bot Interest Rate Risk Management Bot,Aegis,Risiko Keuangan,Risiko Keuangan,Mengelola risiko tingkat bunga,Memantau dan mengelola dampak perubahan suku bunga,Menjaga kestabilan keuangan dalam menghadapi perubahan suku bunga,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884aeb7-ee3c-8332-93a9-577ba623dcd7
1980,Custom GPT - Bot Investment Portfolio Risk Analyzer,Aegis,Risiko Keuangan,Risiko Keuangan,Menganalisis risiko pada portofolio investasi,Menilai risiko yang terkait dengan portofolio investasi,Mengoptimalkan portofolio investasi untuk mengurangi risiko,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884aec4-9de4-8321-a7f1-0a0545dc3739
1981,Custom GPT - Bot Financial Risk Mitigation Strategy,Aegis,Risiko Keuangan,Risiko Keuangan,Menyusun strategi mitigasi risiko keuangan,Merancang strategi untuk mengurangi dampak risiko keuangan,Mengurangi potensi kerugian melalui mitigasi yang tepat,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884aece-3a94-832b-be2c-2df0cf6c5b37
1982,Custom GPT - Bot IT Systems Risk Assessment Bot,Aegis,Risiko Teknologi,Risiko Teknologi,Menilai risiko sistem TI,Menganalisis potensi kerusakan atau masalah pada sistem TI,Mengurangi risiko kegagalan sistem TI yang dapat mengganggu operasional,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884aece-3a94-832b-be2c-2df0cf6c5b37
1983,Custom GPT - Bot Technology Failure Prediction System,Aegis,Risiko Teknologi,Risiko Teknologi,Memprediksi kegagalan teknologi,Menganalisis dan memprediksi kemungkinan kegagalan teknologi,Mencegah gangguan besar melalui prediksi kegagalan teknologi,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884aef1-08ac-8329-a352-f3db9a7f9ea9
1984,Custom GPT - Bot IT Infrastructure Risk Monitoring Bot,Aegis,Risiko Teknologi,Risiko Teknologi,Memantau risiko infrastruktur TI,Memantau dan mengidentifikasi potensi risiko pada infrastruktur TI,Menjamin kelancaran operasional dengan memantau risiko infrastruktur,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884aefb-5688-8324-9f1b-e5f9609bad47
1985,Custom GPT - Bot Data Loss Prevention Strategy,Aegis,Risiko Teknologi,Risiko Teknologi,Menyusun strategi pencegahan kehilangan data,Menyusun kebijakan dan prosedur untuk menghindari kehilangan data,Menjamin keamanan dan integritas data perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af16-2ff4-832b-b946-d833ca9a0880
1986,Custom GPT - Bot Cyberattack Risk Assessment Tool,Aegis,Risiko Teknologi,Risiko Teknologi,Menilai risiko serangan siber,Mengidentifikasi potensi serangan dan kerentanannya,Melindungi data dan infrastruktur dari ancaman siber,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af16-2ff4-832b-b946-d833ca9a0880
1987,Custom GPT - Bot Network Risk Analysis Bot,Aegis,Risiko Teknologi,Risiko Teknologi,Menganalisis risiko jaringan,Menilai potensi risiko yang ada dalam jaringan perusahaan,Mengurangi gangguan dan kerugian akibat masalah jaringan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af16-2ff4-832b-b946-d833ca9a0880
1988,Custom GPT - Bot Technology Compliance Risk Tracker,Aegis,Risiko Teknologi,Risiko Teknologi,Memantau kepatuhan risiko teknologi,Memastikan bahwa teknologi mematuhi standar dan regulasi,Menjaga kepatuhan terhadap standar teknologi yang relevan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af16-2ff4-832b-b946-d833ca9a0880
1989,Custom GPT - Bot Risk Monitoring for Software Vulnerabilities,Aegis,Risiko Teknologi,Risiko Teknologi,Memantau kerentanannya perangkat lunak,Memonitor potensi kerentanannya pada perangkat lunak,Menjamin perangkat lunak perusahaan bebas dari kerentanannya,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af16-2ff4-832b-b946-d833ca9a0880
1990,Custom GPT - Bot IoT Risk Management Bot,Aegis,Risiko Teknologi,Risiko Teknologi,Mengelola risiko perangkat IoT,Menilai dan mengelola potensi risiko yang ada pada perangkat IoT,Menjaga keamanan dan keberlanjutan penggunaan IoT di perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af16-2ff4-832b-b946-d833ca9a0880
1991,Custom GPT - Bot Technology Disaster Recovery Planning Bot,Aegis,Risiko Teknologi,Risiko Teknologi,Merencanakan pemulihan bencana teknologi,Menyusun dan merencanakan langkah-langkah pemulihan pasca-bencana,Menjaga kelangsungan operasional meskipun terjadi bencana teknologi,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b165-5a8c-832e-bfa8-cd0e55350148
1992,Custom GPT - Bot Cloud Security Risk Monitoring,Aegis,Risiko Teknologi,Risiko Teknologi,Memantau risiko keamanan cloud,Mengidentifikasi dan memitigasi potensi ancaman pada cloud,Melindungi infrastruktur cloud dari ancaman keamanan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b172-1750-8333-ac93-998d9ea48996
1993,Custom GPT - Bot System Downtime Risk Tracker,Aegis,Risiko Teknologi,Risiko Teknologi,Memantau risiko downtime sistem,Memantau dan mengidentifikasi risiko downtime sistem,Mencegah downtime yang dapat mengganggu operasional,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b17b-b040-8333-9323-2008ac411ba0
1994,Custom GPT - Bot Encryption & Data Security Risk Bot,Aegis,Risiko Teknologi,Risiko Teknologi,Menganalisis risiko terkait enkripsi dan data,Memantau potensi kerentanannya pada enkripsi dan data,Menjamin keamanan data perusahaan melalui enkripsi,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b17b-b040-8333-9323-2008ac411ba0
1995,Custom GPT - Bot IT Governance Risk Evaluation Bot,Aegis,Risiko Teknologi,Risiko Teknologi,Menilai risiko dalam tata kelola TI,Mengidentifikasi dan menganalisis risiko tata kelola TI,Menjamin kepatuhan dan efisiensi pengelolaan TI,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b189-2bbc-8325-b7c9-55877708eb18
1996,Custom GPT - Bot Technology Risk Mitigation Strategy,Aegis,Risiko Teknologi,Risiko Teknologi,Menyusun strategi mitigasi risiko teknologi,Merancang dan melaksanakan strategi mitigasi risiko teknologi,Mengurangi dampak buruk dari risiko teknologi pada operasional,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b189-2bbc-8325-b7c9-55877708eb18
1997,Custom GPT - Bot Brand Reputation Monitoring Bot,Aegis,Risiko Reputasi,Risiko Reputasi,Memantau reputasi merek,Menganalisis dan melacak persepsi publik terhadap merek,Menjaga reputasi positif merek di mata publik,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af43-1c70-8329-8f2b-11805e58d3bc
1998,Custom GPT - Bot Media & Public Sentiment Tracker,Aegis,Risiko Reputasi,Risiko Reputasi,Melacak sentimen publik dan media,Memantau dan menganalisis sentimen media sosial dan publik,Meningkatkan hubungan dengan publik dan media,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af43-1c70-8329-8f2b-11805e58d3bc
1999,Custom GPT - Bot Social Media Risk Monitoring System,Aegis,Risiko Reputasi,Risiko Reputasi,Memantau risiko di media sosial,Memantau potensi risiko yang muncul di platform media sosial,Mengurangi risiko reputasi yang muncul dari media sosial,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af43-1c70-8329-8f2b-11805e58d3bc
2000,Custom GPT - Bot Crisis Response for Reputation Damage,Aegis,Risiko Reputasi,Risiko Reputasi,Mengelola krisis terkait kerusakan reputasi,Menyusun rencana dan respons cepat atas krisis reputasi,Memperbaiki citra perusahaan dalam situasi krisis,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af43-1c70-8329-8f2b-11805e58d3bc
2001,Custom GPT - Bot PR Risk & Crisis Communication Bot,Aegis,Risiko Reputasi,Risiko Reputasi,Mengelola komunikasi krisis PR,Menyusun strategi komunikasi dalam situasi krisis reputasi,Menjaga komunikasi positif di tengah krisis,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af43-1c70-8329-8f2b-11805e58d3bc
2002,Custom GPT - Bot Brand Risk Assessment Tool,Aegis,Risiko Reputasi,Risiko Reputasi,Menilai risiko reputasi merek,Menganalisis dan menilai potensi risiko pada reputasi merek,Menjaga integritas dan citra merek dalam jangka panjang,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884af43-1c70-8329-8f2b-11805e58d3bc
2003,Custom GPT - Bot Customer Feedback & Sentiment Analysis,Aegis,Risiko Reputasi,Risiko Reputasi,Menganalisis umpan balik pelanggan dan sentimen,"Mengumpulkan, menganalisis, dan melaporkan umpan balik pelanggan",Meningkatkan kualitas layanan berdasarkan masukan pelanggan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b413-0728-832d-a8dc-a49a61fb1960
2004,Custom GPT - Bot Negative Publicity Detection Bot,Aegis,Risiko Reputasi,Risiko Reputasi,Mendeteksi potensi publisitas negatif,Memantau media untuk mendeteksi potensi berita negatif,Mengurangi dampak buruk dari publisitas negatif,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b413-0728-832d-a8dc-a49a61fb1960
2005,Custom GPT - Bot Reputation Recovery Strategy Bot,Aegis,Risiko Reputasi,Risiko Reputasi,Mengelola pemulihan reputasi merek,Menyusun rencana pemulihan untuk mengatasi kerusakan reputasi,Memperbaiki dan memulihkan citra merek pasca-krisis,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b413-0728-832d-a8dc-a49a61fb1960
2006,Custom GPT - Bot Stakeholder Risk Communication System,Aegis,Risiko Reputasi,Risiko Reputasi,Mengelola komunikasi risiko dengan pemangku kepentingan,Mendistribusikan informasi risiko ke pemangku kepentingan,Menjaga transparansi dan hubungan baik dengan stakeholders,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b413-0728-832d-a8dc-a49a61fb1960
2007,Custom GPT - Bot Online Review Monitoring System,Aegis,Risiko Reputasi,Risiko Reputasi,Memantau ulasan online,Melacak dan menganalisis ulasan online yang dapat memengaruhi reputasi,Mengelola reputasi online secara proaktif,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b413-0728-832d-a8dc-a49a61fb1960
2008,Custom GPT - Bot Competitor Reputation Benchmarking,Aegis,Risiko Reputasi,Risiko Reputasi,Membandingkan reputasi perusahaan dengan pesaing,Menganalisis dan membandingkan persepsi publik antara perusahaan dan pesaing,Mengidentifikasi peluang untuk memperbaiki reputasi perusahaan,https://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer/c/6884b413-0728-832d-a8dc-a49a61fb1960
2009,Custom GPT - Bot Brand Trust & Loyalty Tracker,Aegis,Risiko Reputasi,Risiko Reputasi,Memantau kepercayaan dan loyalitas merek,Mengukur tingkat kepercayaan dan loyalitas pelanggan terhadap merek,Meningkatkan kepercayaan dan loyalitas pelanggan,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer
2010,Custom GPT - Bot Social Media Crisis Management Bot,Aegis,Risiko Reputasi,Risiko Reputasi,Mengelola krisis di media sosial,Merespons dan mengelola situasi krisis di media sosial,Mengurangi dampak negatif media sosial terhadap reputasi,https://chatgpt.com/g/ghttps://chatgpt.com/g/g-6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer6865e60bf72c81919a18c80f26bf4a61-autobot-builder-gpt-engineer
